장르,예매액,예매수,총티켓판매수,취소수,예매액비중,가격대,year,month,shcate
연극,25006,1540,693,847,4.3,3만원이상~5만원미만,2015,6,AAAA
연극,300,11,5,6,0.0,5만원이상~7만원미만,2015,6,AAAA
연극,0,0,0,0,0.0,7만원이상~10만원미만,2015,6,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2015,6,AAAA
연극,0,0,0,0,0.0,15만원이상,2015,6,AAAA
대중음악,0,2946,2924,22,83.7,0원,2015,7,CCCD
대중음악,7017,521,410,111,11.7,3만원미만,2015,7,CCCD
대중음악,4925,159,142,17,4.1,3만원이상~5만원미만,2015,7,CCCD
대중음악,1078,21,17,4,0.5,5만원이상~7만원미만,2015,7,CCCD
대중음악,0,0,0,0,0.0,7만원이상~10만원미만,2015,7,CCCD
대중음악,100,1,1,0,0.0,10만원이상~15만원미만,2015,7,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2015,7,CCCD
뮤지컬,0,9993,8722,1271,35.2,0원,2015,7,GGGA
뮤지컬,151569,10633,9361,1272,37.8,3만원미만,2015,7,GGGA
뮤지컬,82168,3281,2146,1135,8.7,3만원이상~5만원미만,2015,7,GGGA
뮤지컬,70380,2682,1225,1457,5.0,5만원이상~7만원미만,2015,7,GGGA
뮤지컬,180498,4843,2130,2713,8.6,7만원이상~10만원미만,2015,7,GGGA
뮤지컬,140364,1838,1185,653,4.8,10만원이상~15만원미만,2015,7,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2015,7,GGGA
연극,0,11954,9938,2016,28.3,0원,2015,7,AAAA
연극,289974,21687,19239,2448,54.8,3만원미만,2015,7,AAAA
연극,200764,5977,5485,492,15.6,3만원이상~5만원미만,2015,7,AAAA
연극,22550,448,422,26,1.2,5만원이상~7만원미만,2015,7,AAAA
연극,0,0,0,0,0.0,7만원이상~10만원미만,2015,7,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2015,7,AAAA
연극,533,2,2,0,0.0,15만원이상,2015,7,AAAA
대중음악,0,166,135,31,91.8,0원,2015,8,CCCD
대중음악,111,13,12,1,8.2,3만원미만,2015,8,CCCD
대중음악,0,0,0,0,0.0,3만원이상~5만원미만,2015,8,CCCD
대중음악,0,0,0,0,0.0,5만원이상~7만원미만,2015,8,CCCD
대중음악,0,0,0,0,0.0,7만원이상~10만원미만,2015,8,CCCD
대중음악,0,0,0,0,0.0,10만원이상~15만원미만,2015,8,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2015,8,CCCD
뮤지컬,0,16194,13570,2624,30.0,0원,2015,8,GGGA
뮤지컬,233665,15055,13703,1352,30.3,3만원미만,2015,8,GGGA
뮤지컬,352641,10918,9510,1408,21.0,3만원이상~5만원미만,2015,8,GGGA
뮤지컬,145081,3971,2513,1458,5.6,5만원이상~7만원미만,2015,8,GGGA
뮤지컬,297879,6213,3496,2717,7.7,7만원이상~10만원미만,2015,8,GGGA
뮤지컬,273088,5267,2438,2829,5.4,10만원이상~15만원미만,2015,8,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2015,8,GGGA
연극,0,17838,16376,1462,40.2,0원,2015,8,AAAA
연극,317134,23718,19535,4183,48.0,3만원미만,2015,8,AAAA
연극,135098,4264,3712,552,9.1,3만원이상~5만원미만,2015,8,AAAA
연극,58835,1193,1078,115,2.7,5만원이상~7만원미만,2015,8,AAAA
연극,0,0,0,0,0.0,7만원이상~10만원미만,2015,8,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2015,8,AAAA
연극,0,0,0,0,0.0,15만원이상,2015,8,AAAA
대중음악,0,60,36,24,64.3,0원,2015,9,CCCD
대중음악,179,12,8,4,14.3,3만원미만,2015,9,CCCD
대중음악,286,6,6,0,10.7,3만원이상~5만원미만,2015,9,CCCD
대중음악,310,9,6,3,10.7,5만원이상~7만원미만,2015,9,CCCD
대중음악,0,0,0,0,0.0,7만원이상~10만원미만,2015,9,CCCD
대중음악,0,0,0,0,0.0,10만원이상~15만원미만,2015,9,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2015,9,CCCD
뮤지컬,0,6415,5630,785,21.1,0원,2015,9,GGGA
뮤지컬,177624,16487,15112,1375,56.6,3만원미만,2015,9,GGGA
뮤지컬,72739,2734,1964,770,7.4,3만원이상~5만원미만,2015,9,GGGA
뮤지컬,86998,2804,1438,1366,5.4,5만원이상~7만원미만,2015,9,GGGA
뮤지컬,181289,4667,2125,2542,8.0,7만원이상~10만원미만,2015,9,GGGA
뮤지컬,50307,1290,448,842,1.7,10만원이상~15만원미만,2015,9,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2015,9,GGGA
연극,0,12085,9204,2881,35.6,0원,2015,9,AAAA
연극,171912,14613,13226,1387,51.2,3만원미만,2015,9,AAAA
연극,105722,3391,2999,392,11.6,3만원이상~5만원미만,2015,9,AAAA
연극,20618,438,369,69,1.4,5만원이상~7만원미만,2015,9,AAAA
연극,3873,64,53,11,0.2,7만원이상~10만원미만,2015,9,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2015,9,AAAA
연극,0,0,0,0,0.0,15만원이상,2015,9,AAAA
대중음악,0,497,410,87,10.7,0원,2015,10,CCCD
대중음악,1591,197,128,69,3.3,3만원미만,2015,10,CCCD
대중음악,2538,90,66,24,1.7,3만원이상~5만원미만,2015,10,CCCD
대중음악,97695,1685,1631,54,42.4,5만원이상~7만원미만,2015,10,CCCD
대중음악,32021,460,363,97,9.4,7만원이상~10만원미만,2015,10,CCCD
대중음악,135021,1534,1248,286,32.5,10만원이상~15만원미만,2015,10,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2015,10,CCCD
뮤지컬,0,3979,2856,1123,11.5,0원,2015,10,GGGA
뮤지컬,270759,23768,21712,2056,87.3,3만원미만,2015,10,GGGA
뮤지컬,9756,340,302,38,1.2,3만원이상~5만원미만,2015,10,GGGA
뮤지컬,100,3,2,1,0.0,5만원이상~7만원미만,2015,10,GGGA
뮤지컬,0,0,0,0,0.0,7만원이상~10만원미만,2015,10,GGGA
뮤지컬,0,0,0,0,0.0,10만원이상~15만원미만,2015,10,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2015,10,GGGA
연극,0,11752,9547,2205,33.7,0원,2015,10,AAAA
연극,247883,19091,16936,2155,59.8,3만원미만,2015,10,AAAA
연극,31472,992,891,101,3.2,3만원이상~5만원미만,2015,10,AAAA
연극,47220,1001,936,65,3.3,5만원이상~7만원미만,2015,10,AAAA
연극,0,0,0,0,0.0,7만원이상~10만원미만,2015,10,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2015,10,AAAA
연극,0,0,0,0,0.0,15만원이상,2015,10,AAAA
대중음악,0,506,473,33,95.4,0원,2015,11,CCCD
대중음악,222,22,16,6,3.2,3만원미만,2015,11,CCCD
대중음악,179,4,4,0,0.8,3만원이상~5만원미만,2015,11,CCCD
대중음악,106,2,2,0,0.4,5만원이상~7만원미만,2015,11,CCCD
대중음악,70,13,1,12,0.2,7만원이상~10만원미만,2015,11,CCCD
대중음악,0,12,0,12,0.0,10만원이상~15만원미만,2015,11,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2015,11,CCCD
뮤지컬,0,7385,6214,1171,17.7,0원,2015,11,GGGA
뮤지컬,281706,29051,26005,3046,73.9,3만원미만,2015,11,GGGA
뮤지컬,35795,1049,1004,45,2.9,3만원이상~5만원미만,2015,11,GGGA
뮤지컬,5291,435,95,340,0.3,5만원이상~7만원미만,2015,11,GGGA
뮤지컬,33071,1456,387,1069,1.1,7만원이상~10만원미만,2015,11,GGGA
뮤지컬,168528,8939,1508,7431,4.3,10만원이상~15만원미만,2015,11,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2015,11,GGGA
연극,0,16854,13919,2935,28.7,0원,2015,11,AAAA
연극,370460,35174,30236,4938,62.3,3만원미만,2015,11,AAAA
연극,107625,4614,3064,1550,6.3,3만원이상~5만원미만,2015,11,AAAA
연극,53062,1379,1009,370,2.1,5만원이상~7만원미만,2015,11,AAAA
연극,23099,424,318,106,0.7,7만원이상~10만원미만,2015,11,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2015,11,AAAA
연극,0,1,0,1,0.0,15만원이상,2015,11,AAAA
대중음악,0,5280,4727,553,78.6,0원,2015,12,CCCD
대중음악,7591,505,381,124,6.3,3만원미만,2015,12,CCCD
대중음악,18270,910,471,439,7.8,3만원이상~5만원미만,2015,12,CCCD
대중음악,11404,333,193,140,3.2,5만원이상~7만원미만,2015,12,CCCD
대중음악,9520,182,119,63,2.0,7만원이상~10만원미만,2015,12,CCCD
대중음악,15686,156,122,34,2.0,10만원이상~15만원미만,2015,12,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2015,12,CCCD
뮤지컬,0,23882,21775,2107,26.4,0원,2015,12,GGGA
뮤지컬,626467,54800,48481,6319,58.7,3만원미만,2015,12,GGGA
뮤지컬,205712,6111,5298,813,6.4,3만원이상~5만원미만,2015,12,GGGA
뮤지컬,188875,4477,3650,827,4.4,5만원이상~7만원미만,2015,12,GGGA
뮤지컬,81897,2702,955,1747,1.2,7만원이상~10만원미만,2015,12,GGGA
뮤지컬,285661,15080,2441,12639,3.0,10만원이상~15만원미만,2015,12,GGGA
뮤지컬,1430,2,2,0,0.0,15만원이상,2015,12,GGGA
연극,0,14218,11512,2706,20.7,0원,2015,12,AAAA
연극,485614,41514,35640,5874,63.9,3만원미만,2015,12,AAAA
연극,239979,8488,7068,1420,12.7,3만원이상~5만원미만,2015,12,AAAA
연극,49848,1720,965,755,1.7,5만원이상~7만원미만,2015,12,AAAA
연극,39410,768,563,205,1.0,7만원이상~10만원미만,2015,12,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2015,12,AAAA
연극,0,0,0,0,0.0,15만원이상,2015,12,AAAA
대중음악,0,3534,3369,165,90.2,0원,2016,1,CCCD
대중음악,1628,512,366,146,9.8,3만원미만,2016,1,CCCD
대중음악,0,0,0,0,0.0,3만원이상~5만원미만,2016,1,CCCD
대중음악,0,0,0,2,0.0,5만원이상~7만원미만,2016,1,CCCD
대중음악,90,1,1,0,0.0,7만원이상~10만원미만,2016,1,CCCD
대중음악,0,0,0,0,0.0,10만원이상~15만원미만,2016,1,CCCD
대중음악,540,3,3,0,0.1,15만원이상,2016,1,CCCD
뮤지컬,0,18904,16998,1906,39.4,0원,2016,1,GGGA
뮤지컬,142744,9294,8979,315,20.8,3만원미만,2016,1,GGGA
뮤지컬,214235,6500,6130,370,14.2,3만원이상~5만원미만,2016,1,GGGA
뮤지컬,218601,5340,4203,1137,9.8,5만원이상~7만원미만,2016,1,GGGA
뮤지컬,185294,7841,2117,5724,4.9,7만원이상~10만원미만,2016,1,GGGA
뮤지컬,574994,26504,4702,21802,10.9,10만원이상~15만원미만,2016,1,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2016,1,GGGA
연극,0,28210,25002,3208,38.9,0원,2016,1,AAAA
연극,465035,32614,29400,3214,45.8,3만원미만,2016,1,AAAA
연극,254187,9043,7311,1732,11.4,3만원이상~5만원미만,2016,1,AAAA
연극,118646,6789,2298,4491,3.6,5만원이상~7만원미만,2016,1,AAAA
연극,14070,273,201,72,0.3,7만원이상~10만원미만,2016,1,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2016,1,AAAA
연극,0,0,0,0,0.0,15만원이상,2016,1,AAAA
대중음악,0,11211,10696,515,84.7,0원,2016,2,CCCD
대중음악,17883,993,922,71,7.3,3만원미만,2016,2,CCCD
대중음악,18174,499,499,0,4.0,3만원이상~5만원미만,2016,2,CCCD
대중음악,13425,246,242,4,1.9,5만원이상~7만원미만,2016,2,CCCD
대중음악,12703,321,145,176,1.2,7만원이상~10만원미만,2016,2,CCCD
대중음악,12533,321,100,221,0.8,10만원이상~15만원미만,2016,2,CCCD
대중음악,3850,172,25,147,0.2,15만원이상,2016,2,CCCD
뮤지컬,0,20469,17693,2776,52.1,0원,2016,2,GGGA
뮤지컬,67545,6229,5333,896,15.7,3만원미만,2016,2,GGGA
뮤지컬,119316,3758,3344,414,9.9,3만원이상~5만원미만,2016,2,GGGA
뮤지컬,105767,2581,1978,603,5.8,5만원이상~7만원미만,2016,2,GGGA
뮤지컬,152073,6958,1718,5240,5.1,7만원이상~10만원미만,2016,2,GGGA
뮤지컬,476504,19799,3892,15907,11.5,10만원이상~15만원미만,2016,2,GGGA
뮤지컬,3930,1,1,0,0.0,15만원이상,2016,2,GGGA
연극,0,18351,16495,1856,43.9,0원,2016,2,AAAA
연극,270463,20474,16162,4312,43.0,3만원미만,2016,2,AAAA
연극,132603,5413,3693,1720,9.8,3만원이상~5만원미만,2016,2,AAAA
연극,57914,5567,1103,4464,2.9,5만원이상~7만원미만,2016,2,AAAA
연극,7412,2540,102,2438,0.3,7만원이상~10만원미만,2016,2,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2016,2,AAAA
연극,0,0,0,0,0.0,15만원이상,2016,2,AAAA
대중음악,0,504,368,136,36.3,0원,2016,3,CCCD
대중음악,234,14,14,0,1.4,3만원미만,2016,3,CCCD
대중음악,5148,171,169,2,16.7,3만원이상~5만원미만,2016,3,CCCD
대중음악,20787,416,414,2,40.9,5만원이상~7만원미만,2016,3,CCCD
대중음악,4305,62,48,14,4.7,7만원이상~10만원미만,2016,3,CCCD
대중음악,0,5,0,5,0.0,10만원이상~15만원미만,2016,3,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2016,3,CCCD
뮤지컬,0,14662,12462,2200,50.3,0원,2016,3,GGGA
뮤지컬,68617,6025,5110,915,20.6,3만원미만,2016,3,GGGA
뮤지컬,140373,6166,4080,2086,16.5,3만원이상~5만원미만,2016,3,GGGA
뮤지컬,44188,3652,780,2872,3.2,5만원이상~7만원미만,2016,3,GGGA
뮤지컬,52404,2778,621,2157,2.5,7만원이상~10만원미만,2016,3,GGGA
뮤지컬,203502,8751,1603,7148,6.5,10만원이상~15만원미만,2016,3,GGGA
뮤지컬,21120,262,132,130,0.5,15만원이상,2016,3,GGGA
연극,0,11067,8232,2835,27.5,0원,2016,3,AAAA
연극,260557,22866,18687,4179,62.4,3만원미만,2016,3,AAAA
연극,93947,3399,2782,617,9.3,3만원이상~5만원미만,2016,3,AAAA
연극,13450,611,269,342,0.9,5만원이상~7만원미만,2016,3,AAAA
연극,0,0,0,0,0.0,7만원이상~10만원미만,2016,3,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2016,3,AAAA
연극,0,0,0,0,0.0,15만원이상,2016,3,AAAA
대중음악,0,214,197,17,71.6,0원,2016,4,CCCD
대중음악,50,5,2,3,0.7,3만원미만,2016,4,CCCD
대중음악,462,19,14,5,5.1,3만원이상~5만원미만,2016,4,CCCD
대중음악,1430,36,22,14,8.0,5만원이상~7만원미만,2016,4,CCCD
대중음악,3080,68,40,28,14.6,7만원이상~10만원미만,2016,4,CCCD
대중음악,0,0,0,0,0.0,10만원이상~15만원미만,2016,4,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2016,4,CCCD
뮤지컬,0,9797,7936,1861,22.5,0원,2016,4,GGGA
뮤지컬,271005,26085,22996,3089,65.3,3만원미만,2016,4,GGGA
뮤지컬,123297,3753,3469,284,9.9,3만원이상~5만원미만,2016,4,GGGA
뮤지컬,17424,370,294,76,0.8,5만원이상~7만원미만,2016,4,GGGA
뮤지컬,10362,180,118,62,0.3,7만원이상~10만원미만,2016,4,GGGA
뮤지컬,34520,466,270,196,0.8,10만원이상~15만원미만,2016,4,GGGA
뮤지컬,24000,280,150,130,0.4,15만원이상,2016,4,GGGA
연극,0,18831,15966,2865,26.6,0원,2016,4,AAAA
연극,493470,37505,33460,4045,55.7,3만원미만,2016,4,AAAA
연극,350082,13266,10017,3249,16.7,3만원이상~5만원미만,2016,4,AAAA
연극,33954,2698,644,2054,1.1,5만원이상~7만원미만,2016,4,AAAA
연극,1038,22,14,8,0.0,7만원이상~10만원미만,2016,4,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2016,4,AAAA
연극,0,0,0,0,0.0,15만원이상,2016,4,AAAA
대중음악,0,741,695,46,53.1,0원,2016,5,CCCD
대중음악,1480,824,599,225,45.8,3만원미만,2016,5,CCCD
대중음악,601,14,13,1,1.0,3만원이상~5만원미만,2016,5,CCCD
대중음악,0,1,0,1,0.0,5만원이상~7만원미만,2016,5,CCCD
대중음악,80,1,1,0,0.1,7만원이상~10만원미만,2016,5,CCCD
대중음악,0,0,0,0,0.0,10만원이상~15만원미만,2016,5,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2016,5,CCCD
뮤지컬,0,12967,10934,2033,18.3,0원,2016,5,GGGA
뮤지컬,584969,53344,45788,7556,76.5,3만원미만,2016,5,GGGA
뮤지컬,43467,2054,1343,711,2.2,3만원이상~5만원미만,2016,5,GGGA
뮤지컬,8478,351,163,188,0.3,5만원이상~7만원미만,2016,5,GGGA
뮤지컬,15661,342,205,137,0.3,7만원이상~10만원미만,2016,5,GGGA
뮤지컬,87147,1140,761,379,1.3,10만원이상~15만원미만,2016,5,GGGA
뮤지컬,113465,719,660,59,1.1,15만원이상,2016,5,GGGA
연극,0,17507,15249,2258,31.8,0원,2016,5,AAAA
연극,354903,27593,23923,3670,49.9,3만원미만,2016,5,AAAA
연극,286601,9572,7790,1782,16.3,3만원이상~5만원미만,2016,5,AAAA
연극,50109,1969,913,1056,1.9,5만원이상~7만원미만,2016,5,AAAA
연극,2147,33,29,4,0.1,7만원이상~10만원미만,2016,5,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2016,5,AAAA
연극,0,0,0,0,0.0,15만원이상,2016,5,AAAA
대중음악,0,324,316,8,22.2,0원,2016,6,CCCD
대중음악,3544,1158,958,200,67.4,3만원미만,2016,6,CCCD
대중음악,4468,180,148,32,10.4,3만원이상~5만원미만,2016,6,CCCD
대중음악,0,0,0,0,0.0,5만원이상~7만원미만,2016,6,CCCD
대중음악,0,0,0,0,0.0,7만원이상~10만원미만,2016,6,CCCD
대중음악,0,0,0,0,0.0,10만원이상~15만원미만,2016,6,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2016,6,CCCD
뮤지컬,0,9728,8743,985,25.0,0원,2016,6,GGGA
뮤지컬,227757,25028,21971,3057,62.8,3만원미만,2016,6,GGGA
뮤지컬,96976,2964,2721,243,7.8,3만원이상~5만원미만,2016,6,GGGA
뮤지컬,17618,531,298,233,0.9,5만원이상~7만원미만,2016,6,GGGA
뮤지컬,72580,5441,824,4617,2.4,7만원이상~10만원미만,2016,6,GGGA
뮤지컬,49984,3818,418,3400,1.2,10만원이상~15만원미만,2016,6,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2016,6,GGGA
연극,0,19286,16756,2530,33.1,0원,2016,6,AAAA
연극,419026,32836,29405,3431,58.0,3만원미만,2016,6,AAAA
연극,146088,8963,4078,4885,8.1,3만원이상~5만원미만,2016,6,AAAA
연극,21002,1686,416,1270,0.8,5만원이상~7만원미만,2016,6,AAAA
연극,686,11,9,2,0.0,7만원이상~10만원미만,2016,6,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2016,6,AAAA
연극,0,0,0,0,0.0,15만원이상,2016,6,AAAA
대중음악,0,300,218,82,11.9,0원,2016,7,CCCD
대중음악,9271,1434,1150,284,62.9,3만원미만,2016,7,CCCD
대중음악,8664,331,211,120,11.5,3만원이상~5만원미만,2016,7,CCCD
대중음악,14996,354,250,104,13.7,5만원이상~7만원미만,2016,7,CCCD
대중음악,0,0,0,0,0.0,7만원이상~10만원미만,2016,7,CCCD
대중음악,0,0,0,0,0.0,10만원이상~15만원미만,2016,7,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2016,7,CCCD
뮤지컬,0,14538,13023,1515,34.4,0원,2016,7,GGGA
뮤지컬,187966,15863,15042,821,39.8,3만원미만,2016,7,GGGA
뮤지컬,141615,4352,3881,471,10.3,3만원이상~5만원미만,2016,7,GGGA
뮤지컬,86459,2275,1473,802,3.9,5만원이상~7만원미만,2016,7,GGGA
뮤지컬,195364,9090,2227,6863,5.9,7만원이상~10만원미만,2016,7,GGGA
뮤지컬,258354,17324,2198,15126,5.8,10만원이상~15만원미만,2016,7,GGGA
뮤지컬,300,1,1,0,0.0,15만원이상,2016,7,GGGA
연극,0,15146,11573,3573,30.8,0원,2016,7,AAAA
연극,314542,23547,20385,3162,54.3,3만원미만,2016,7,AAAA
연극,186147,7461,5040,2421,13.4,3만원이상~5만원미만,2016,7,AAAA
연극,26341,2294,504,1790,1.3,5만원이상~7만원미만,2016,7,AAAA
연극,1770,96,33,63,0.1,7만원이상~10만원미만,2016,7,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2016,7,AAAA
연극,0,0,0,0,0.0,15만원이상,2016,7,AAAA
대중음악,0,475,416,59,15.2,0원,2016,8,CCCD
대중음악,2323,3392,2300,1092,84.1,3만원미만,2016,8,CCCD
대중음악,568,15,14,1,0.5,3만원이상~5만원미만,2016,8,CCCD
대중음악,362,8,6,2,0.2,5만원이상~7만원미만,2016,8,CCCD
대중음악,0,0,0,0,0.0,7만원이상~10만원미만,2016,8,CCCD
대중음악,0,0,0,0,0.0,10만원이상~15만원미만,2016,8,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2016,8,CCCD
뮤지컬,0,20484,17669,2815,34.4,0원,2016,8,GGGA
뮤지컬,223774,18499,16086,2413,31.3,3만원미만,2016,8,GGGA
뮤지컬,415464,11235,10433,802,20.3,3만원이상~5만원미만,2016,8,GGGA
뮤지컬,131685,3200,2300,900,4.5,5만원이상~7만원미만,2016,8,GGGA
뮤지컬,220019,7885,2498,5387,4.9,7만원이상~10만원미만,2016,8,GGGA
뮤지컬,291282,12438,2457,9981,4.8,10만원이상~15만원미만,2016,8,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2016,8,GGGA
연극,0,16206,13273,2933,44.0,0원,2016,8,AAAA
연극,183512,15033,13158,1875,43.7,3만원미만,2016,8,AAAA
연극,105599,4108,3015,1093,10.0,3만원이상~5만원미만,2016,8,AAAA
연극,33942,1209,643,566,2.1,5만원이상~7만원미만,2016,8,AAAA
연극,3220,99,52,47,0.2,7만원이상~10만원미만,2016,8,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2016,8,AAAA
연극,0,0,0,0,0.0,15만원이상,2016,8,AAAA
대중음악,0,3508,3332,176,79.1,0원,2016,9,CCCD
대중음악,135,8,7,1,0.2,3만원미만,2016,9,CCCD
대중음악,5239,127,112,15,2.7,3만원이상~5만원미만,2016,9,CCCD
대중음악,3753,63,59,4,1.4,5만원이상~7만원미만,2016,9,CCCD
대중음악,24650,358,292,66,6.9,7만원이상~10만원미만,2016,9,CCCD
대중음악,55602,457,410,47,9.7,10만원이상~15만원미만,2016,9,CCCD
대중음악,0,5,0,5,0.0,15만원이상,2016,9,CCCD
뮤지컬,0,4674,3887,787,10.6,0원,2016,9,GGGA
뮤지컬,183783,29783,25078,4705,68.2,3만원미만,2016,9,GGGA
뮤지컬,261240,7097,6506,591,17.7,3만원이상~5만원미만,2016,9,GGGA
뮤지컬,40028,1060,670,390,1.8,5만원이상~7만원미만,2016,9,GGGA
뮤지컬,21944,734,277,457,0.8,7만원이상~10만원미만,2016,9,GGGA
뮤지컬,19422,272,186,86,0.5,10만원이상~15만원미만,2016,9,GGGA
뮤지컬,31650,167,163,4,0.4,15만원이상,2016,9,GGGA
연극,0,12584,10808,1776,45.2,0원,2016,9,AAAA
연극,154140,13733,11559,2174,48.4,3만원미만,2016,9,AAAA
연극,50059,1659,1475,184,6.2,3만원이상~5만원미만,2016,9,AAAA
연극,2679,66,51,15,0.2,5만원이상~7만원미만,2016,9,AAAA
연극,140,5,2,3,0.0,7만원이상~10만원미만,2016,9,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2016,9,AAAA
연극,825,2,2,0,0.0,15만원이상,2016,9,AAAA
대중음악,0,4764,4433,331,80.1,0원,2016,10,CCCD
대중음악,14059,1277,921,356,16.7,3만원미만,2016,10,CCCD
대중음악,657,22,20,2,0.4,3만원이상~5만원미만,2016,10,CCCD
대중음악,3466,69,61,8,1.1,5만원이상~7만원미만,2016,10,CCCD
대중음악,3815,58,51,7,0.9,7만원이상~10만원미만,2016,10,CCCD
대중음악,4656,72,38,34,0.7,10만원이상~15만원미만,2016,10,CCCD
대중음악,1200,64,8,56,0.1,15만원이상,2016,10,CCCD
뮤지컬,0,9080,7486,1594,21.0,0원,2016,10,GGGA
뮤지컬,304887,28560,25308,3252,71.0,3만원미만,2016,10,GGGA
뮤지컬,31525,2013,813,1200,2.3,3만원이상~5만원미만,2016,10,GGGA
뮤지컬,27915,2064,489,1575,1.4,5만원이상~7만원미만,2016,10,GGGA
뮤지컬,25940,1037,315,722,0.9,7만원이상~10만원미만,2016,10,GGGA
뮤지컬,153506,5048,1258,3790,3.5,10만원이상~15만원미만,2016,10,GGGA
뮤지컬,0,3,0,3,0.0,15만원이상,2016,10,GGGA
연극,0,18107,14072,4035,26.1,0원,2016,10,AAAA
연극,490098,38371,33616,4755,62.5,3만원미만,2016,10,AAAA
연극,181117,6768,4988,1780,9.3,3만원이상~5만원미만,2016,10,AAAA
연극,51559,1615,913,702,1.7,5만원이상~7만원미만,2016,10,AAAA
연극,16104,249,214,35,0.4,7만원이상~10만원미만,2016,10,AAAA
연극,200,20,20,0,0.0,10만원이상~15만원미만,2016,10,AAAA
